Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Data Analyst – PB APAC Products #149382,-1,"Support the Products management team to ensure the APAC
product business is organised and managed effectively, has a strategic plan and
maintains/develops positive relationships with business partners based on
sophisticated data analytics.
Work
directly with Asia senior management and their teams to conceptualize and
launch insightful dashboards/provide ad-hoc analysis on topics spanning
across Relationship Managers performance and productivity/ Clients/
Products/ Human Capital
Support
production of daily/weekly/monthly reports ensuring accuracy and
timeliness around different dimensions such as costs/clients/products/markets;
Highlight key wins/ areas of focus for the business supplemented by
commentaries substantiating the data, providing more transparency on the
financial gaps and driver
Drive
data/reporting aligned operational improvement through reengineering and
automation; constantly revisit book of work to find opportunities
Collaborate
with platform teams in Asia to support data collection, integration, and
retention requirements
Interpret
data and analyze results; Identify, analyze, and interpret trends or
patterns in complex data sets using standard statistical tools and
techniques
Communicate
concisely and meaningfully the analysis outcome to business associates,
finance functions in Onshore locations to facilitate fact based decision
making
Bachelor’s
degree in Mathematics, Computer Science, Information Management or
Statistics
Proficiency
of Private Banking business
3-5
years of relevant experience in data analytics, predictive analytics,
Strong analytical skills with the ability to collect, coordinate, analyze,
and disseminate significant amounts of information with attention to
detail and accuracy
Progressive
experience in data visualization tools such as Tableau, QlikView, Power BI
etc; and reporting packages such as Business Objects
Excellent
skills on MS Excel, Macro VBA, database query languages (SQL)
Outstanding
written and verbal communication and presentation skills and ability to
collaborate with Management
You
are ambitious, dedicated, hardworking and can work on own initiative
whilst also working collaboratively and deliver on time with a high level
of integrity, sense of urgency, attention to detail and quality standards",3.7,"Credit Suisse
3.7",Mumbai,"ZÜRICH, Switzerland",10000+ employees,1856,Company - Public,Investment Banking & Asset Management,Finance,₹500+ billion (INR),"UBS, J.P. Morgan, Goldman Sachs"
Big Data Engineer,-1,"About the Draup:
DRAUP is a stealth-mode start-up, incubated at Zinnov, and working on Big Data and Machine Learning. We are building an Enterprise Sales Enablement platform, which will enable huge multi-corporations to be able to sell better. We are a 10-month-old team creating a new product led by very experienced Serial Entrepreneurs with more than 12 years of experience in the sales industry with a good track record of creating and selling off a very successful start-up.

The Big Data Engineer at Draup is responsible for building scalable techniques and processes for data storage, transformation and analysis. The role includes decision-making and implementation of the optimal, generic, and reusable data-platforms. You will work with a very proficient, smart and experienced team of developers, researchers and co-founders directly for all application use cases.

Experience:
B.E / B.Tech / M.E / M.Tech / M.S in Computer Science or software engineering.
Experience of 2-6 Years working with Big Data technologies.
Open to embrace the challenge of dealing with terabytes and petabytes of data on a daily basis. If you can think out of the box have good code discipline, then you fit right in.
Responsibilities:
Develop, maintain, test and evaluate big data solutions within the organisation.
Build scalable architectures for data storage, transformation and analysis.
Design and develop solutions which are scalable, generic and reusable.
Build and execute data warehousing, mining and modelling activities using agile development techniques.
Leading big data projects successfully from scratch to production.
Creating a platform on top of stored data sources using a distributed processing environment like Spark for the users to perform any kind of ad-hoc queries with complete abstraction from the internal data points.
Solve problems in robust and creative ways.
Collaborate and work with Machine learning and harvesting teams.
Skills:
Proficient understanding of distributed computing principles.
Must have good programming experience in Python.
Proficiency in Apache Spark (PySpark) is a must.
Experience with integration of data from multiple data sources.
Experience in technologies like SQL and NoSQL data stores such as Mongodb.
Good working Knowledge of MapReduce, HDFS, Amazon S3.
Knowledge of Scala would be preferable.
Should be able to think in a functional-programming style.
Should have hands-on experience in tuning software for maximum performance.
Ability to communicate complex technical concepts to both technical and non-technical audiences
Takes ownership of all technical aspects of software development for assigned projects.
Benefits:
Expertise in big data infrastructure, distributed systems, data modelling, query processing and relational.
Involved in the design of big data solutions with Spark/HDFS/MapReduce/Storm/Hive.
Worked with different types of file-storage formats like Parquet, ORC, Avro, Sequence files, etc.
Strong knowledge of data structures and algorithms.
Understands how to apply technologies to solve big data problems and to develop innovative big data solutions.
Someone with entrepreneurial mind-set delivering quick and efficient solutions with good design and architectural patterns will be preferred.",3.8,"Zinnov
3.8",Bengaluru,"Bengaluru, India",51 to 200 employees,2002,Company - Private,Consulting,Business Services,₹100 to ₹500 million (INR),-1
Applied Scientist I,-1,"Basic Qualifications:
Very good English skills (including the ability to read and write technical papers in English)
Bachelors (BS/BE) in Computer Science or related field
Publications in top-tier NLP and or ML/DL conferences or journals
Skills with programming language like R, Python and/or Scala or similar scripting language
At least 5+ years of hands-on-experience in predictive modeling and analysis
At least 5+years of algorithmic development experience
At least 2+years of R, Python or equivalent, as well as Java, C++ or equivalent
Amazon is investing heavily in building a world class advertising business and we are responsible for defining and delivering a collection of self-service performance advertising products that drive discovery and sales. Our products are strategically important to our Retail and Marketplace businesses driving long term growth. We deliver billions of ad impressions and millions of clicks daily and are breaking fresh ground to create world-class products. We are highly motivated, collaborative and fun-loving with an entrepreneurial spirit and bias for action. With a broad mandate to experiment and innovate, we are growing at an unprecedented rate with a seemingly endless range of new opportunities.

The Moderation and Relevance System (MARS) team, based in Bangalore, is responsible for ensuring that ads are relevant and is of good quality, leading to higher conversion for the sellers and providing a great experience for the customers. We deal with one of the world’s largest product catalog, handle billions of requests a day with plans to grow it by order of magnitude and use automated systems to validate tens of millions of offers submitted by thousands of merchants in multiple countries and languages. We are looking for a highly motivated, top notch applied scientist to build machine learning models at scale to enforce our policy guidelines. A successful candidate will have demonstrated experience in at least some of the following areas: NLP, Image Recognition and Classification, Video Recognition and Classification, Generative Models, Reinforcement Learning, Active Learning, Weak Supervision

Your areas of responsibility include:
·
Designing and implementing new features and machine learned models, including the application of state-of-art deep learning to solve ad policy enforcement and creative intelligence, including NLP, deep image and video models, generative models
Perform analysis of data and metrics relevant to ad content generation and policing
Gathering ad policy related requirements from business owners, other tech teams, as well as by analyzing customer feedback and translate them into modeling problems
Integrate and productize ML models with overall engineering infrastructure to be made available at scale
Ad Quality protects the customer experience and is a critical component of our business success. One of the earliest teams to be established in Amazon Bangalore, Ad Quality has both Operations and Development teams in Bangalore supporting multiple ad programs in markets around the world.

sspajobs
Advanced Degree (MS/ME/PhD) in Natural Language Processing, Machine Learning, Statistics or equivalent. Significant peer reviewed scientific contributions in relevant field
5+ years of extensive experience applying theoretical models in an applied environment.
Expertise on a broad set of practical experience of applying techniques, including Deep Learning, statistics, NLP, Recommendation systems and or information retrieval
Strong fundamentals in problem solving, algorithm design and complexity analysis
Expert in more than one more major programming languages (Java, C++ or similar) and at least one scripting language (Python, or similar)
Strong personal interest in learning, researching, and creating new technologies with high commercial impact.
Experience with defining organizational research and development practices in an industry setting.
Great verbal and written communication and presentation skills, ability to convey rigorous mathematical concepts and considerations to non-experts
Proven track record in leading, mentoring and growing teams of scientists (teams of 3 or more scientists)
Amazon is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation.",-1,ADCI - Karnataka,Bengaluru,-1,-1,-1,-1,-1,-1,-1,-1
R&D Software Engineer (Data Science),-1,"Job Code : DQ319-01
Posted on : September 1, 2019
Job Location : Bangalore
Industry : Healthcare/Lifesciences
Discipline : Product Development

Description:
We are looking for a talented software engineer who can join our R&D team and work on problems of diverse complexity and scope within the Healthcare and Life Sciences industries.

Responsibilities:
Mine data using modern tools and programming languages
Define and implement models to uncover patterns and predictions creating business value and innovation
Effectively tells stories with the data using visualisation tools/methods to demonstrate insight impact and business value
Implement data-driven solutions based on advanced machine learning (ML) and optimisation algorithms to address business problems
Partner with engineering teams to build scalable, efficient, automated ML-based pipelines (training/evaluation/monitoring)
Deploy, maintain, and debug ML/decision models in production environment
Maintains proficiency within the data science domain by keeping up with technology and trend shifts.

Requirements:
Bachelor’s or Master’s degree in Computer Science, Statistics or similar quantitative field.
1-3 years of experience
Fluent coding skills in Python
Good understanding of the foundations of machine learning methods
Familiarity with data visualisation tools
Strong analytical and problem-solving skills
Ability to create models to pull valuable insights from data
Familiarity with machine learning frameworks (like Tensorflow or PyTorch) and libraries (like scikit-learn)

To apply for the above position, please send your word resumes to careers@vitrana.com by specifying the Job Code.",4.9,"Vitrana
4.9",Bengaluru,"Cranbury, NJ",51 to 200 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
Sr. Data Scientist,-1,"The person should have overall 7-8 years of experience out of which 4-5 years of experience should be in Machine & Deep Machine learning. Especially using Convolution Neural Network (CNN), Image Analytics TensorFlow, Open CV etc.

With our fast-growing data scientist’s team, we are looking to hire self-motivated smart individuals who are willing to take challenges in the field of AI predictive image analytics & machine learning.

Responsibilities :
The Machine & Deep Machine Learning Software Engineer (Expertise in Computer Vision) will be an early member of a growing team with responsibilities for designing and developing highly scalable machine learning solutions that impact many areas of our business.
The individual in this role will help in the design and development of Neural Network (especially Convolution Neural Networks) & ML solutions based on our reference architecture which is underpinned by big data & cloud technology, micro-service architecture and high performing compute infrastructure.
Typical daily activities include contributing to all phases of algorithm development including ideation, prototyping, design, and development production implementation.

Required Skills :
An ideal candidate will have background in software engineering and data science with expertise in machine learning algorithms, statistical analysis tools, and distributed systems.
Experience in building machine learning applications, and broad knowledge of machine learning APIs, tools, and open source libraries
Strong coding skills and fundamentals in data structures, predictive modelling and big data concepts
Experience in designing full stack ML solutions in a distributed compute environment
Experience working with Python, Tensor Flow, Kera’s, Sci-kit, pandas, NumPy, AZURE, AWS GPU
Excellent communication skills with multiple levels of the organization
To apply for this job email your details to hr@claimgenius.com",-1,Claim Genius,Nagpur,"Iselin, NJ",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
Data Engineer,-1,"requirements
You have at least 1 year of experience working and scaling with data pipelines and warehouses.
You have good understanding of at least 1 programming language.
You have worked on problem statements including batch-processing.
You know the basics and internal workings of at least one database/data warehouse/data lake and understood the workings in depth.
You have a knack to deep-dive into the use-cases of data, not just the technical aspects.

Bonus Requirements

Knowledge about AWS Redshift data warehouse
Understanding of AWS resources and serverless computing
Knowledge on Kubernetes (preferable Amazon EKS)
Exposure to any orchestration tool (preferably Airflow)
description

Postman leads the way in the API-first universe. Postmanâ€™s API Development Environment is used by 10+ million developers and more than 500,000 companies to access 250+ million APIs every month.

We are looking for a Data Engineer in data team to help us scale the existing infrastructure and in parallel work on next generation data tools including data scrapping, machine learning infrastructure and data validation systems.

Data team at Postman acts as a central function, catering to the needs of the overall organisation. More than half of the organisation is currently active on our data tools, hence data engineers and data analysts work together to cater to these forever increasing needs. We are a lean team which works autonomously by delegating and trusting every member to take things to completion.

Responsibilities

Be an amazing learner on a day-to-day basis.
Communicate effectively with data consumers to fine-tune data platform systems (existing or new).
Contribute to existing EL (extract & load) data pipelines while building new systems in parallel.
Own and deliver high performing systems (not just pipelines) and help the team scale them up, to endure ever increasing traffic.
Become a product owner (not just a system owner) over-time by understanding the end results of building systems.
benefits

We offer a competitive salary and excellent benefits. What you will also get to experience is a company that believes in autonomous small teams for maximum impact; that strives for organizational growth to align with that of the individual; that continuously and purposefully builds an inclusive culture where everyone is able to do and be the best version of themselves and where ideas are encouraged from anyone and everyone. We seek people who naturally demonstrate our values, who not only understand the challenge but can also solve this for the rest of the world. Be a part of something big.",4.4,"Postdot Technologies
4.4",Bengaluru,"San Francisco, CA",51 to 200 employees,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
Senior Data Engineer (Python + ML/AI),-1,"Senior Data Model Engineer (Python + ML/AI)
With about 4,500 employees, Siemens Technology and Services Private Limited (STS) combines five units: Corporate Technology India, Functional Shared Services, Corporate Finance, Corporate Finance Audit, and Siemens Management Consulting.


Corporate Technology (CT) in India has over 3,000 professionals working in the area of software Research and Development. CT is a part of Siemens Corporate Technology, which is an innovation partner for the Siemens Divisions and shares a point of view in areas of strategic importance to Siemens, thereby ensuring its technological future.

What part will you play?
Implements innovative Products and Solution Development processes and tools by utilizing his/her expertise in the field of responsibility.
Use your skills to move the world forward
B.E in computer science with 4 – 7 years of experience on Data Science and Machine Learning
You Experience in research and development processes (Software based solutions and products) ; in commercial topics; in implementation of strategies, POC’s
You should have Experience in expert functions like Software Development / Architecture, Software Testing
Exposure to and working experience in the relevant Siemens sector domain (Industry, Energy, Healthcare, Infrastructure and Cities) required.
International experience with global projects and collaboration with intercultural team is preferred 4 - 7 years’ experience on developing software solutions with various Application programming languages.
You should have Strong experience in Data Engineering and Analytics
You should have Strong command of Python language + Data Science Ecosystem (Pandas, Scikit-learn, TensorFlow, NumPy etc.)
You should be Expert in Data Engineering and building data pipelines, implementing Algorithms in a distributed environment
You should have Very good experience with data science and machine learning
You should have Experience with developing and deploying web applications on the cloud with solid understanding of one or more of the following like Flask, DJango
Drive adoption of Cloud technology for data processing and warehousing
You should have Experience in working with multiple databases, especially with NoSQL world
You should have Strong understanding/expertise in building REST APIs/ Micro services architecture
You should have Experience or knowledge on Java would be added advantage
Understanding of Webserver, Load Balancer and deployment process / activities
Advanced level knowledge of software development life cycle.
Advanced level knowledge of software engineering process.
Excellent command over English in written, spoken communication and strong presentation skills.
Experience in Jira, Confluence will be an added advantage.
Experience with Agile/Lean development methods using Scrum
Experience in Rapid Programming techniques and TDD
Takes strong initiatives and highly result oriented
Good at communicating within the team as well as with all the stake holders
Strong customer focus and good learner.
Highly proactive and team player
Ready to travel for Onsite Job assignments (short to long term)
This role is based in Bangalore. You’ll also get to visit other locations in India and beyond, so you’ll need to go where this journey takes you. In return, you’ll get the chance to work with teams impacting entire cities, countries – and the shape of things to come.

Make your mark in our exciting world at Siemens.

This role is based in Bangalore. You’ll also get to visit other locations in India and beyond, so you’ll need to go where this journey takes you. In return, you’ll get the chance to work with teams impacting entire cities, countries – and the shape of things to come.

We’re Siemens. A collection of over 379,000 minds building the future, one day at a time in over 200 countries. We're dedicated to equality and we welcome applications that reflect the diversity of the communities we work in. All employment decisions at Siemens are based on qualifications, merit and business need. Bring your curiosity and imagination and help us shape tomorrow.

Find out more about Siemens careers at: www.siemens.com/careers

Organization: Internet of Things

Company: Siemens Technology and Services Private Limited

Experience Level: Experienced Professional

Job Type: Full-time",4.1,"Siemens Healthineers
4.1",Bengaluru,"Erlangen, Germany",10000+ employees,1847,Company - Public,Healthcare Services & Hospitals,Healthcare,₹500+ billion (INR),"GE Healthcare, Roche"
Junior Data Analyst - Technology & Digital,-1,"QUALIFICATIONS
Bachelor's degree in engineering or computer science with excellent academic record required; advanced graduate degree (e.g., MCA, M.Tech etc.) is preferred
Minimum 1 year of professional work experience is required in a data management capacity
Experience in agile ways of working is a plus
Ability to work with cross-functional teams
Strong ETL background (SSIS/ODI/Informatica/DataStage/Snaplogic) required
Strong analytical and problem-solving skills and SQL proficiency
Good understanding of data warehousing concepts
Good experience of data integration with Salesforce
WHO YOU'LL WORK WITH

You will join our Gurugram office and will be a member of our Technology & Digital (T&D) team. Our broader team, the ClientLink data team, is responsible for managing the quality and integrity of the firm’s client contact database.

T&D works with agile methodologies and has its own development credo based on recognized best practices. Our team creates solutions so that colleagues are informed and engaged as the firm grows and changes rapidly. The solutions also ensure that colleagues are aligned with firm culture, values and strategy, are able to efficiently participate in firm governance, and be more productive and effective.

WHAT YOU'LL DO
You will shape the future of what data-driven organizations look like, drive processes for extracting and using that data in creative ways, and create new lines of thinking within an infinite number of clients and situations.
In this role, you will focus on importing and updating contact data, extracting lists, reporting on general data maintenance tasks. You will manipulate data and intelligently develop table structures and algorithms to comply with firms' rapidly-evolving databases. You will provide information to the relationship management product team on interesting trends, patterns, and spikes that could help shape product enhancements.
You will provide peer-level support and mentor junior colleagues on day-to-day operations. Lastly, you will contribute to operational efficiency, e.g., managing data quality/standards on the ClientLink database.",4.4,"McKinsey & Company
4.4",Gurgaon,"New York, NY",10000+ employees,1926,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,"Boston Consulting Group, Bain & Company, Strategy&"
Data Scientist / Machine Learning Engineer,-1,"Synkrama Technologies is seeking an experienced Senior Data Scientist with an engineering aptitude to create and deliver data solutions to our organization. You will work closely with the Data Engineering team and the business to build and operationalize analytics and machine learning models. Your responsibility will be to help make our vision of embedding analytics throughout the business a reality.

Collaborate with Data Science & Data Engineering teams to develop data products and solutions
Work closely with the business to understand problems and translate into analytical solutions
Build and validate robust advanced machine learning/ ML models
Build end-to-end machine learning (ML) pipelines in production environments
Work with large, complex data sets coming from disparate sources
WHAT YOU’LL DO

Research, develop, prototype and productize machine learning products using various AI approaches (supervised and, and unsupervised learning, deep learning, recommender systems, computer vision, natural language processing, etc.)
Continue to invest and expand our core skill sets in the areas of artificial intelligence techniques, such as recommender systems, NLP, computer vision, deep learning etc.
Collaborate with a cross-functional agile team spanning product management, engineering, user research and design to identify business opportunities and build ML solutions. Work closely with technology partners to test and implement solutions.
Your passion for machine learning, curiosity, problem solving, and innovation will empower you continuously learn something new, stay up-to-date with research and prototype new ideas quickly.

REQUIREMENTS
2+ years of experience developing ML/AI models and performing complex analyses.
Real world experience building and orchestrating ML pipelines
Expertise in Python/R and SQL
Experience operating in Cloud environment, e.g. GCP or AWS
Experience with algorithm tuning and scaling for deployment
Preferred experience with CI/CD , Docker & Kubernetes
Familiarity with machine learning frameworks and libraries, ideally with good proficiency in at least one (e.g., spark, scikit-learn, pandas, numpy, tensorflow, pytorch, keras, theano, seaborn, matplotlib, etc.).
Mastery of the entire ML pipeline with strong proficiency in several techniques for each step of the ML product development.
Experience with working in an agile team environment
Experience with communicating and presentation highly quantitative concepts to a non-quant audience.
EDUCATION

Masters or PhD in a STEM Field with a focus in statistical analysis and machine learning.

Proficiency in English Language is must.

If interested then please send your resume and cover letter to hr@synkrama.com",-1,Synkrama Technologies,India,-1,-1,-1,-1,-1,-1,-1,-1
Senior Data Scientist,-1,"We are establishing a world class Data Engineering Team in our Digital Centre in Bangalore to service Global Equipment, one of the fundamental departments in Maersk which is responsible for management of all Containers and associated assets. As part of your role, you will collaborate very closely with our business stakeholders spread across the globe in converting business needs into cutting edge data platform products that will deliver significant bottom line impact. If you have a strong data engineering background, are passionate about quality, speed and impact, and have a service mindset, then read on!

Show More
We offer

Joining Maersk will embark you on a great journey with career development in a global organization. As Senior Data Engineer, you will gain broad business knowledge of the company’s activities globally, as well as take part in the digitalization of the transport and logistics industry.

You will be exposed to a wide and challenging range of business issues through regular engagement with key stakeholders across all management levels within Maersk.

You will work and communicate across geographical and cultural borders that will enable you to build a strong professional network. We believe people thrive when they are in-charge of their career paths and professional growth. We will provide you with opportunities that broaden your knowledge and strengthen your technical and professional foundation.

By choosing Maersk’s Technology vertical, you join not only for the role, but for a career. From here your path may take you towards extended responsibilities within Product Service and Engineering, Technology Delivery or Technology Leadership.

We aim to be a world-class professional Technology organization that delivers business value through turning ideas into prototypes and data products driving automation, standardization and innovation. We believe in empowerment where each of us takes ownership and responsibility for developing and implementing new ways of working.

Show More
Key responsibilities

• Be part of a team of highly skilled data engineers and analysts, responsible for designing and developing cutting edge end to end big data products for our global organization
• Build, develop and maintain data models, data automation products, reporting systems and performance metrics that ensure ongoing realization of business value
• Define and utilize statistical methods to solve domain-specific problems in logistics relevant to the organization
• Work closely with internal customers in researching problems and determine the data required to answer specific questions
• Compare and analyze provided statistical information to identify patterns and relationships that can be developed into new initiatives
• Examine, interpret and report results of products to stakeholders in leadership, technology and other departments
• Design appropriate enhancements and recommend alternative approaches, when necessary to drive delivery of superior products
• Train other members of the team how to properly organize findings and read data collected

Show More
We are looking for

• Master’s degree in mathematics, statistics or related field
• Strong math and analytical skills are essential to complete job requirements successfully
• Technical expertise regarding data models, database design development, data mining and segmentation techniques
• Exposure to coding languages like R, Python, Pyspark and Scala
• Able to compile and organize statistical information retrieved and present findings to management
• Good instincts around data analytics with confidence in decision making and the ability to explain processes or choices as needed

Great to have
• Solid experience in contributing hands-on products built within data technologies, ranging from relational databases to big data solutions (Hadoop or Spark)
• Data engineering and pipeline technology experience - particularly open source and modern frameworks
• Familiarity and experience with Azure services particularly DevOps, Data Factory and Databricks in implementing new applications

Generic Skills

• Fluent and effective communication in both written and oral English
• An excellent team player who can at the same time demonstrate strong autonomy and high motivation to produce individually with a “can do” attitude
• Someone who is open to new ideas, demonstrates steep learning curve and is innovative in approach
• Able to work in remote teams for a large program and distributed organization while showcasing a service mindset
• Willingness and interest to travel when required to be close to our internal customers

Show More",3.9,"Maersk Group
3.9",Bengaluru,"Copenhagen, Denmark",10000+ employees,1928,Subsidiary or Business Segment,Shipping,Transportation & Logistics,₹100 to ₹500 billion (INR),-1
Data Engineer,-1,"Summary:

You have experience with client projects and in handling vast amounts of data working on database design and development, data integration and ingestion, designing ETL architectures using a variety of ETL tools and techniques. You are someone with a drive to implement the best possible solutions for clients and work closely with a highly skilled Analytics team. Play a key role on projects from a data engineering perspective, working with our Architects and clients to model the data landscape, obtain data extracts and define secure data exchange approaches.
Plan and execute secure, good practice data integration strategies and approaches
Acquire, ingest, and process data from multiple sources and systems into Big Data platforms
Create and manage data environments in the Cloud
Collaborate with our business analysts and data scientists to map data fields to hypotheses and curate, wrangle, and prepare data for use in their advanced analytical models
Have a strong understanding of Information Security principles to ensure compliant handling and management of client data
This is a fantastic opportunity to be involved in end-to-end data management for cutting edge Advanced Analytics and Data Science
Qualifications:
Experience on client-facing projects, including working in close-knit teams
Experience and interest in Big Data technologies (Hadoop / Spark / NoSQL DBs)
Experience or familiarity with real-time ingestion and streaming frameworks is a plus
Experience and desire to work with open source and branded open source frameworks
Experience working on projects within the cloud ideally AWS or Azure
Experience with NLP, Machine Learning, etc. is a plus
Experience working on lively projects and a consulting setting, often working on different and multiple projects at the same time
Strong development background with experience in at least two scripting, object oriented or functional programming language, etc. SQL, Python, Java, Scala, C#, R
Data Warehousing experience, building operational ETL data pipelines across a number of sources, and constructing relational and dimensional data models
Excellent interpersonal skills when interacting with clients in a clear, timely, and professional manner.
A deep personal motivation to always produce outstanding work for your clients and colleagues
Excel in team collaboration and working with others from diverse skill-sets and backgrounds
Cervello is a dynamic technology company that is focused on business analytics and planning. We take an innovative approach to making complex solutions simple so our clients can focus on running their businesses. Our services and applications enable our clients to gain the benefits of a world-class analytics and planning capability without the headaches.

Powered by JazzHR",4.1,"Cervello Inc
4.1",Bengaluru,"Boston, MA",51 to 200 employees,2009,Company - Private,IT Services,Information Technology,₹1 to ₹5 billion (INR),-1
Principal Data Scientist & Software Development Manager,-1,"Introduction
As a Data Scientist at IBM, you will help transform our clients data into tangible business value by analyzing information, communicating outcomes and collaborating on product development. Work with Best in Class open source and visual tools, along with the most flexible and scalable deployment options. Whether its investigating patient trends or weather patterns, you will work to solve real world problems for the industries transforming how we live.

Your Role and Responsibilities

IBM Global Technology Services (GTS) is the IT infrastructure and business process services segment of IBM, one of the largest IT and software companies in the world.

GTS Analytics team in IBM is building new innovative AIOPS solution by combining big data with Machine Learning and Deep Learning

AIOPS refers to multi-layered technology platforms that automate and enhance IT operations by using analytics and machine learning to analyse big data collected from various IT operations tools and devices, in order to automatically spot and react to issues in real time. AIOPS bridges three different IT disciplinesservice management, performance management, and automationto accomplish its goals of continuous insights and improvements.

Some of the Solutions we work involve the following

Ø Real time anomaly detection solutions that proactively identify service impacting incidents and prevent system downtimes. This is done by leveraging an ensemble of Deep learning and LSTM models.

Ø Natural Language Processing for entity, topic clusters and relationship extraction

Ø Text Analytics in human generated tickets and correlation with event tickets for event noise reduction. ApplyNatural Language Classification and RNN algorithms to automatically route tickets

Ø Log Analysis - Text mining, message clustering / templatization, Logs to metrics, anomaly detection, event annotation and sequencing

Ø Learn Log Message Sequence for each mainframe batch job and Identify Anomalies during job runs using sequence mining techniques and provide early warning / alerts

Ø Cloud Migration - Patterns-based discovery optimization: Identify potential business application boundaries using algorithmic approach from Cloudscape data.

Ø Wave planner: Employ goal-based reasoning from AI planning capabilities for Server affinity, cost, time, black-out windows, etc.

To power the above use cases, we have a Big Data system that can handle 2-3 TB of data daily and we manage a data lake that is 15 PB in size.

As a Principal Data Scientist, you will be responsible for identifying and supporting current and new hypotheses. With your understanding of complex concepts, you will translate hypotheses into actionable items that are understandable by non-technical business users.

As a Principal Data Scientist you will take the lead to provide strategic direction on large scale business problems. You understand challenges in multiple business domains, are able to discover new business opportunities and at times you may not even fully understand what the problem is before starting. The problems we address are significantly complex and we expect you to lead excellence in our data science methodologies. You have scientific and industrial maturity to deliver designs and algorithms that set the standard for the organization. You have a distinct ability to identify and implement robust, efficient and scalable solutions that leverage multiple techniques and/or technologies

You will gather, evaluate and document business use cases in the IT Infrastructure and Cloud domain and translate them to data science solution definition . You will Provide guidance and architecture support to platform development teams and oversee the development from initial concept to production deployment

Required Technical and Professional Expertise
Master's degree in a quantitative field such as computer science, applied mathematics, statistics, physics, engineering or finance
6+ years of industrial experience in implementing data science or AI solutions from exploration to production
3+ years of experience in a responsible senior or team lead role managing a team of data scientists who develop robust machine learning models to solve actual business problems
Extensive overview of applied methods in statistics, machine learning and artificial intelligence
Solid understanding of data analytics infrastructure and data engineering: data storage and retrieval, ETL pipelines, Docker, Kubernetes
Knowledge of software engineering practices such as version control, continuous delivery, unit testing, documentation, release management
Experience in natural language processing, text analytics, data mining, text processing or other AI subdomains and techniques
Preferred Technical and Professional Expertise
Experience with open-source distributed data processing frameworks, such as Spark
Experience working in a Linux environment
Experience working on a development team building product
Experience with presenting complex data science processes/information to non-data scientists
Experience with Information Retrieval and relevant tools such as Lucene, Elasticsearch, Solr
Experience with conducting projects from requirements generation, annotation, and modeling, through NLP output deliverables and management of internal/external clients
Prioritization skills; ability to manage ad-hoc requests in parallel with ongoing projects
Experience with Scikit-learn, TensorFlow, Keras, NLTK
Experience with leveraging best practices conducting advanced analytics projects
Experience building scalable machine learning applications and deploying them in production
About Business Unit
At Global Technology Services (GTS), we help our clients envision the future by offering end-to-end IT and technology support services, supported by an unmatched global delivery network. It's a unique blend of bold new ideas and client-first thinking. If you can restlessly reinvent yourself and solve problems in new ways, work on both technology and business projects, and ask, ""What else is possible?"" GTS is the place for you!

Your Life @ IBM
What matters to you when youre looking for your next career challenge?

Maybe you want to get involved in work that really changes the world? What about somewhere with incredible and diverse career and development opportunities where you can truly discover your passion? Are you looking for a culture of openness, collaboration and trust where everyone has a voice? What about all of these? If so, then IBM could be your next career challenge. Join us, not to do something better, but to attempt things you never thought possible.

Impact. Inclusion. Infinite Experiences. Do your best work ever.

About IBM
IBMs greatest invention is the IBMer. We believe that progress is made through progressive thinking, progressive leadership, progressive policy and progressive action. IBMers believe that the application of intelligence, reason and science can improve business, society and the human condition. Restlessly reinventing since 1911, we are the largest technology and consulting employer in the world, with more than 380,000 IBMers serving clients in 170 countries.

Location Statement
For additional information about location requirements, please discuss with the recruiter following submission of your application.

Being You @ IBM
IBM is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status. IBM is also committed to compliance with all fair employment practices regarding citizenship and immigration status.",3.9,"IBM
3.9",Bengaluru,"Armonk, NY",10000+ employees,1911,Company - Public,IT Services,Information Technology,₹500+ billion (INR),"Amazon, Accenture, Microsoft"
